OrderID,CustomerID,ProductID,Quantity,OrderDate,Price,SalesAmount,Month,YearMonth
5930,1642,115,4,2024-09-10,63155,252620,September,2024-09
5931,1031,128,2,2025-03-26,67635,135270,March,2025-03
5932,1375,119,2,2024-12-31,53907,107814,December,2024-12
5933,1011,126,3,2024-04-08,65925,197775,April,2024-04
5934,1988,126,4,2023-09-04,65925,263700,September,2023-09
5935,1302,125,4,2024-12-30,59350,237400,December,2024-12
5936,1096,126,1,2024-01-08,65925,65925,January,2024-01
5937,1190,126,5,2024-02-21,65925,329625,February,2024-02
5938,1453,128,2,2025-11-20,67635,135270,November,2025-11
5939,1192,118,1,2024-01-03,5511,5511,January,2024-01
5940,1486,132,2,2024-07-12,11594,23188,July,2024-07
5941,1266,103,1,2023-04-18,77020,77020,April,2023-04
5942,1424,102,5,2024-08-06,1060,5300,August,2024-08
5943,1128,133,1,2025-04-18,69292,69292,April,2025-04
5944,1238,119,2,2024-02-22,53907,107814,February,2024-02
5945,1920,117,4,2025-03-31,68169,272676,March,2025-03
5946,1355,133,2,2024-11-13,69292,138584,November,2024-11
5947,1940,112,3,2023-09-13,65020,195060,September,2023-09
5948,1112,103,3,2025-02-18,77020,231060,February,2025-02
5949,1828,126,3,2025-04-17,65925,197775,April,2025-04
5950,1446,135,3,2025-07-03,41806,125418,July,2025-07
5951,1343,108,5,2023-08-23,60463,302315,August,2023-08
5952,1145,136,4,2024-07-06,10827,43308,July,2024-07
5953,1065,107,4,2023-06-30,44331,177324,June,2023-06
5954,1247,136,2,2023-06-06,10827,21654,June,2023-06
5955,1735,116,1,2024-07-24,65125,65125,July,2024-07
5956,1991,124,2,2025-05-06,2947,5894,May,2025-05
5957,1490,101,2,2025-11-13,15995,31990,November,2025-11
5958,1825,125,2,2025-08-05,59350,118700,August,2025-08
5959,1439,110,2,2024-08-14,41290,82580,August,2024-08
5960,1106,116,4,2023-05-14,65125,260500,May,2023-05
5961,1181,116,1,2024-02-25,65125,65125,February,2024-02
5962,1184,108,2,2023-08-01,60463,120926,August,2023-08
5963,1226,129,4,2025-06-18,57086,228344,June,2025-06
5964,1777,128,2,2024-04-26,67635,135270,April,2024-04
5965,1790,106,3,2023-12-14,37394,112182,December,2023-12
5966,1909,116,2,2023-06-15,65125,130250,June,2023-06
5967,1089,120,2,2025-07-25,28893,57786,July,2025-07
5968,1688,116,5,2023-12-14,65125,325625,December,2023-12
5969,1530,107,3,2025-04-28,44331,132993,April,2025-04
5970,1371,114,1,2024-02-02,59935,59935,February,2024-02
5971,1972,126,2,2024-08-05,65925,131850,August,2024-08
5972,1936,126,1,2024-12-26,65925,65925,December,2024-12
5973,1913,114,3,2023-11-04,59935,179805,November,2023-11
5974,1399,107,2,2025-09-17,44331,88662,September,2025-09
5975,1106,133,5,2025-03-08,69292,346460,March,2025-03
5976,1271,126,4,2024-12-19,65925,263700,December,2024-12
5977,1975,120,5,2024-04-10,28893,144465,April,2024-04
5978,1831,103,5,2023-04-09,77020,385100,April,2023-04
5979,1503,104,4,2023-06-07,55086,220344,June,2023-06
5980,1679,126,4,2024-09-01,65925,263700,September,2024-09
5981,1525,111,4,2024-07-07,67421,269684,July,2024-07
5982,1849,102,2,2024-10-12,1060,2120,October,2024-10
5983,1032,114,1,2025-07-08,59935,59935,July,2025-07
5984,1393,130,1,2023-08-15,67003,67003,August,2023-08
5985,1040,112,4,2024-02-27,65020,260080,February,2024-02
5986,1660,126,5,2025-12-31,65925,329625,December,2025-12
5987,1218,133,3,2023-08-31,69292,207876,August,2023-08
5988,1731,113,4,2024-06-13,969,3876,June,2024-06
5989,1981,114,5,2025-12-04,59935,299675,December,2025-12
5990,1082,124,5,2024-01-06,2947,14735,January,2024-01
5991,1845,134,2,2024-10-13,4090,8180,October,2024-10
5992,1720,126,2,2024-11-19,65925,131850,November,2024-11
5993,1201,121,1,2025-01-03,72132,72132,January,2025-01
5994,1447,128,1,2023-04-02,67635,67635,April,2023-04
5995,1844,136,3,2025-11-11,10827,32481,November,2025-11
5996,1428,102,3,2023-06-21,1060,3180,June,2023-06
5997,1038,109,3,2023-06-28,16223,48669,June,2023-06
5998,1211,123,3,2023-08-26,18631,55893,August,2023-08
5999,1444,115,5,2025-05-26,63155,315775,May,2025-05
6000,1327,113,5,2025-06-20,969,4845,June,2025-06
6001,1761,123,1,2023-10-07,18631,18631,October,2023-10
6002,1227,117,2,2025-11-08,68169,136338,November,2025-11
6003,1048,102,2,2025-01-09,1060,2120,January,2025-01
6004,1018,120,4,2024-01-06,28893,115572,January,2024-01
6005,1912,120,5,2025-05-19,28893,144465,May,2025-05
6006,1439,103,3,2025-10-15,77020,231060,October,2025-10
6007,1807,112,3,2023-08-09,65020,195060,August,2023-08
6008,1708,102,4,2025-07-08,1060,4240,July,2025-07
6009,1187,136,2,2023-10-31,10827,21654,October,2023-10
6010,1345,114,3,2024-03-13,59935,179805,March,2024-03
6011,1224,116,2,2024-01-10,65125,130250,January,2024-01
6012,1830,119,4,2024-01-16,53907,215628,January,2024-01
6013,1488,134,2,2025-09-12,4090,8180,September,2025-09
6014,1909,106,2,2023-01-14,37394,74788,January,2023-01
6015,1877,113,2,2025-01-12,969,1938,January,2025-01
6016,1849,136,3,2024-10-30,10827,32481,October,2024-10
6017,1229,122,1,2024-05-14,25858,25858,May,2024-05
6018,1390,118,5,2024-07-18,5511,27555,July,2024-07
6019,1979,112,2,2024-06-13,65020,130040,June,2024-06
6020,1589,130,2,2024-05-06,67003,134006,May,2024-05
6021,1188,107,2,2025-01-24,44331,88662,January,2025-01
6022,1858,132,1,2023-10-27,11594,11594,October,2023-10
6023,1270,119,4,2025-03-25,53907,215628,March,2025-03
6024,1607,106,3,2024-06-30,37394,112182,June,2024-06
6025,1310,120,1,2024-12-27,28893,28893,December,2024-12
6026,1132,127,2,2024-12-31,35973,71946,December,2024-12
6027,1551,107,1,2025-04-07,44331,44331,April,2025-04
6028,1072,105,1,2024-08-24,6465,6465,August,2024-08
6029,1793,111,1,2025-10-28,67421,67421,October,2025-10
6030,1845,115,4,2025-02-06,63155,252620,February,2025-02
6031,1672,103,5,2025-05-24,77020,385100,May,2025-05
6032,1187,105,3,2025-07-25,6465,19395,July,2025-07
6033,1486,123,4,2023-05-11,18631,74524,May,2023-05
6034,1191,109,4,2024-08-30,16223,64892,August,2024-08
6035,1422,115,5,2023-01-26,63155,315775,January,2023-01
6036,1120,103,4,2024-09-26,77020,308080,September,2024-09
6037,1220,129,1,2024-04-28,57086,57086,April,2024-04
6038,1053,106,1,2024-11-10,37394,37394,November,2024-11
6039,1734,117,2,2025-12-10,68169,136338,December,2025-12
6040,1451,126,4,2023-01-05,65925,263700,January,2023-01
6041,1412,121,2,2024-08-11,72132,144264,August,2024-08
6042,1643,108,3,2023-07-27,60463,181389,July,2023-07
6043,1237,121,1,2023-09-14,72132,72132,September,2023-09
6044,1758,111,3,2023-01-11,67421,202263,January,2023-01
6045,1738,108,5,2025-08-06,60463,302315,August,2025-08
6046,1720,124,1,2023-01-08,2947,2947,January,2023-01
6047,1406,135,3,2025-07-24,41806,125418,July,2025-07
6048,1608,114,5,2023-02-01,59935,299675,February,2023-02
6049,1422,114,3,2024-06-23,59935,179805,June,2024-06
6050,1712,110,5,2025-10-01,41290,206450,October,2025-10
6051,1247,112,5,2024-01-22,65020,325100,January,2024-01
6052,1072,134,1,2024-10-01,4090,4090,October,2024-10
6053,1830,110,2,2023-07-26,41290,82580,July,2023-07
6054,1185,117,5,2024-07-10,68169,340845,July,2024-07
6055,1006,117,5,2023-12-14,68169,340845,December,2023-12
6056,1206,103,1,2025-03-03,77020,77020,March,2025-03
6057,1544,131,2,2023-08-22,31751,63502,August,2023-08
6058,1611,101,4,2025-12-03,15995,63980,December,2025-12
6059,1906,112,4,2025-10-02,65020,260080,October,2025-10
6060,1387,104,2,2025-01-06,55086,110172,January,2025-01
6061,1768,113,3,2025-07-30,969,2907,July,2025-07
6062,1699,134,1,2023-06-25,4090,4090,June,2023-06
6063,1076,121,2,2024-03-24,72132,144264,March,2024-03
6064,1177,122,4,2024-08-14,25858,103432,August,2024-08
6065,1827,104,5,2023-03-23,55086,275430,March,2023-03
6066,1799,118,4,2023-05-15,5511,22044,May,2023-05
6067,1349,105,5,2025-05-05,6465,32325,May,2025-05
6068,1255,119,1,2024-03-15,53907,53907,March,2024-03
6069,1837,102,5,2025-12-15,1060,5300,December,2025-12
6070,1702,112,2,2024-11-27,65020,130040,November,2024-11
6071,1308,117,5,2024-02-23,68169,340845,February,2024-02
6072,1345,110,3,2023-03-29,41290,123870,March,2023-03
6073,1127,134,2,2024-10-17,4090,8180,October,2024-10
6074,1937,106,1,2025-10-28,37394,37394,October,2025-10
6075,1287,108,2,2023-08-03,60463,120926,August,2023-08
6076,1766,111,3,2024-07-05,67421,202263,July,2024-07
6077,1725,112,1,2024-05-17,65020,65020,May,2024-05
6078,1762,109,4,2024-11-29,16223,64892,November,2024-11
6079,1596,102,3,2023-09-02,1060,3180,September,2023-09
6080,1487,108,1,2023-11-05,60463,60463,November,2023-11
6081,1383,111,5,2023-08-19,67421,337105,August,2023-08
6082,1406,136,2,2023-06-04,10827,21654,June,2023-06
6083,1388,110,1,2025-04-27,41290,41290,April,2025-04
6084,1525,121,2,2023-04-25,72132,144264,April,2023-04
6085,1557,120,5,2023-11-07,28893,144465,November,2023-11
6086,1639,108,1,2025-09-19,60463,60463,September,2025-09
6087,1938,136,4,2023-10-27,10827,43308,October,2023-10
6088,1626,129,3,2025-11-07,57086,171258,November,2025-11
6089,1945,112,1,2025-02-22,65020,65020,February,2025-02
6090,1276,114,5,2023-01-12,59935,299675,January,2023-01
6091,1500,121,1,2023-08-20,72132,72132,August,2023-08
6092,1717,122,2,2025-08-12,25858,51716,August,2025-08
6093,1337,121,1,2024-12-30,72132,72132,December,2024-12
6094,1950,130,4,2025-10-14,67003,268012,October,2025-10
6095,1932,120,1,2025-09-25,28893,28893,September,2025-09
6096,1481,124,3,2023-10-30,2947,8841,October,2023-10
6097,1897,123,1,2024-06-24,18631,18631,June,2024-06
6098,1911,107,2,2024-04-14,44331,88662,April,2024-04
6099,1973,109,1,2025-03-23,16223,16223,March,2025-03
6100,1273,101,4,2023-03-18,15995,63980,March,2023-03
6101,1920,126,5,2025-10-16,65925,329625,October,2025-10
6102,1058,122,1,2023-01-24,25858,25858,January,2023-01
6103,1328,110,1,2025-11-04,41290,41290,November,2025-11
6104,1731,106,3,2024-11-06,37394,112182,November,2024-11
6105,1109,117,4,2024-06-08,68169,272676,June,2024-06
6106,1279,124,5,2023-12-13,2947,14735,December,2023-12
6107,1686,110,2,2023-06-21,41290,82580,June,2023-06
6108,1328,108,1,2024-12-12,60463,60463,December,2024-12
6109,1776,121,5,2024-05-03,72132,360660,May,2024-05
6110,1315,106,2,2024-01-13,37394,74788,January,2024-01
6111,1474,121,4,2024-01-07,72132,288528,January,2024-01
6112,1111,124,4,2025-09-26,2947,11788,September,2025-09
6113,1699,133,5,2025-09-03,69292,346460,September,2025-09
6114,1781,118,2,2025-01-26,5511,11022,January,2025-01
6115,1935,128,4,2024-04-21,67635,270540,April,2024-04
6116,1229,132,5,2024-01-17,11594,57970,January,2024-01
6117,1497,112,4,2023-06-04,65020,260080,June,2023-06
6118,1156,127,4,2023-09-14,35973,143892,September,2023-09
6119,1473,110,4,2024-11-04,41290,165160,November,2024-11
6120,1701,132,3,2023-03-09,11594,34782,March,2023-03
6121,1272,126,2,2023-12-10,65925,131850,December,2023-12
6122,1887,125,5,2024-11-03,59350,296750,November,2024-11
6123,1002,111,5,2024-01-26,67421,337105,January,2024-01
6124,1758,123,2,2023-09-16,18631,37262,September,2023-09
6125,1722,134,2,2023-11-03,4090,8180,November,2023-11
6126,1511,123,2,2025-08-07,18631,37262,August,2025-08
6127,1913,129,2,2025-08-27,57086,114172,August,2025-08
6128,1286,131,1,2023-09-03,31751,31751,September,2023-09
6129,1871,107,5,2025-01-02,44331,221655,January,2025-01
6130,1013,133,1,2023-07-06,69292,69292,July,2023-07
6131,1608,121,4,2025-07-13,72132,288528,July,2025-07
6132,1498,102,4,2025-02-23,1060,4240,February,2025-02
6133,1733,118,5,2024-02-12,5511,27555,February,2024-02
6134,1238,133,4,2023-12-07,69292,277168,December,2023-12
6135,1094,134,2,2024-07-16,4090,8180,July,2024-07
6136,1338,120,1,2024-10-12,28893,28893,October,2024-10
6137,1781,135,2,2025-08-09,41806,83612,August,2025-08
6138,1171,118,4,2025-11-28,5511,22044,November,2025-11
6139,1981,124,1,2023-03-10,2947,2947,March,2023-03
6140,1606,108,2,2024-01-16,60463,120926,January,2024-01
6141,1661,130,5,2023-02-26,67003,335015,February,2023-02
6142,1624,110,2,2025-04-29,41290,82580,April,2025-04
6143,1567,123,4,2025-07-04,18631,74524,July,2025-07
6144,1849,111,1,2023-11-21,67421,67421,November,2023-11
6145,1936,102,5,2024-04-05,1060,5300,April,2024-04
6146,1467,126,1,2023-06-28,65925,65925,June,2023-06
6147,1628,136,5,2025-04-23,10827,54135,April,2025-04
6148,1143,133,1,2024-07-27,69292,69292,July,2024-07
6149,1201,113,4,2023-04-29,969,3876,April,2023-04
6150,1180,125,5,2024-07-02,59350,296750,July,2024-07
6151,1714,104,3,2024-10-07,55086,165258,October,2024-10
6152,1364,119,1,2023-01-26,53907,53907,January,2023-01
6153,1479,118,1,2025-10-28,5511,5511,October,2025-10
6154,1565,130,2,2025-08-26,67003,134006,August,2025-08
6155,1471,119,5,2024-06-16,53907,269535,June,2024-06
6156,1384,123,3,2023-05-29,18631,55893,May,2023-05
6157,1692,116,4,2025-11-14,65125,260500,November,2025-11
6158,1926,101,2,2024-10-16,15995,31990,October,2024-10
6159,1417,112,3,2025-08-02,65020,195060,August,2025-08
6160,1825,124,5,2024-07-08,2947,14735,July,2024-07
6161,1308,134,3,2024-02-29,4090,12270,February,2024-02
6162,1649,108,1,2023-10-20,60463,60463,October,2023-10
6163,1694,118,1,2024-07-07,5511,5511,July,2024-07
6164,1367,105,2,2024-03-06,6465,12930,March,2024-03
6165,1001,126,5,2024-08-26,65925,329625,August,2024-08
6166,1044,130,5,2023-11-13,67003,335015,November,2023-11
6167,1739,113,3,2024-02-02,969,2907,February,2024-02
6168,1843,119,2,2024-08-18,53907,107814,August,2024-08
6169,1098,129,5,2024-06-29,57086,285430,June,2024-06
6170,1720,103,1,2023-03-17,77020,77020,March,2023-03
6171,1265,126,3,2025-05-14,65925,197775,May,2025-05
6172,1800,112,4,2025-07-04,65020,260080,July,2025-07
6173,1783,102,1,2024-12-09,1060,1060,December,2024-12
6174,1140,111,2,2024-04-30,67421,134842,April,2024-04
6175,1481,128,5,2025-01-16,67635,338175,January,2025-01
6176,1237,118,1,2025-10-27,5511,5511,October,2025-10
6177,1974,113,4,2024-07-03,969,3876,July,2024-07
6178,1953,122,4,2025-09-02,25858,103432,September,2025-09
6179,1904,112,2,2025-12-11,65020,130040,December,2025-12
6180,1072,102,1,2025-07-30,1060,1060,July,2025-07
6181,1667,107,3,2025-07-07,44331,132993,July,2025-07
6182,1190,126,1,2023-12-29,65925,65925,December,2023-12
6183,1268,126,4,2024-01-17,65925,263700,January,2024-01
6184,1321,124,2,2023-09-28,2947,5894,September,2023-09
6185,1107,112,2,2025-11-03,65020,130040,November,2025-11
6186,1232,116,3,2023-10-25,65125,195375,October,2023-10
6187,1042,123,2,2025-09-30,18631,37262,September,2025-09
6188,1702,109,2,2023-08-22,16223,32446,August,2023-08
6189,1883,132,2,2024-07-28,11594,23188,July,2024-07
6190,1139,115,2,2023-01-27,63155,126310,January,2023-01
6191,1615,113,2,2023-04-03,969,1938,April,2023-04
6192,1683,105,4,2024-09-08,6465,25860,September,2024-09
6193,1863,111,1,2023-11-05,67421,67421,November,2023-11
6194,1273,110,5,2023-02-21,41290,206450,February,2023-02
6195,1481,113,2,2023-11-15,969,1938,November,2023-11
6196,1416,115,5,2023-06-30,63155,315775,June,2023-06
6197,1506,107,5,2025-05-24,44331,221655,May,2025-05
6198,1733,128,4,2025-12-02,67635,270540,December,2025-12
6199,1725,132,2,2024-10-08,11594,23188,October,2024-10
6200,1853,135,5,2023-07-16,41806,209030,July,2023-07
6201,1424,115,2,2024-10-06,63155,126310,October,2024-10
6202,1407,136,3,2025-08-28,10827,32481,August,2025-08
6203,1568,121,3,2023-09-12,72132,216396,September,2023-09
6204,1390,106,3,2025-01-01,37394,112182,January,2025-01
6205,1342,101,5,2023-12-02,15995,79975,December,2023-12
6206,1946,104,3,2025-09-16,55086,165258,September,2025-09
6207,1614,111,4,2025-06-18,67421,269684,June,2025-06
6208,1933,126,4,2024-05-28,65925,263700,May,2024-05
6209,1493,123,5,2023-08-30,18631,93155,August,2023-08
6210,1192,129,2,2023-05-29,57086,114172,May,2023-05
6211,1499,121,1,2025-01-26,72132,72132,January,2025-01
6212,1822,127,2,2024-09-11,35973,71946,September,2024-09
6213,1712,113,2,2024-03-28,969,1938,March,2024-03
6214,1233,123,2,2023-07-31,18631,37262,July,2023-07
6215,1945,116,2,2024-10-29,65125,130250,October,2024-10
6216,1227,130,1,2024-08-16,67003,67003,August,2024-08
6217,1371,104,3,2023-05-11,55086,165258,May,2023-05
6218,1139,116,2,2024-09-03,65125,130250,September,2024-09
6219,1856,131,4,2023-09-13,31751,127004,September,2023-09
6220,1817,125,5,2024-07-14,59350,296750,July,2024-07
6221,1149,112,5,2023-03-04,65020,325100,March,2023-03
6222,1115,126,4,2024-02-11,65925,263700,February,2024-02
6223,1450,133,2,2025-03-12,69292,138584,March,2025-03
6224,1063,128,1,2023-01-15,67635,67635,January,2023-01
6225,1104,109,3,2023-09-16,16223,48669,September,2023-09
6226,1851,112,5,2024-12-23,65020,325100,December,2024-12
6227,1871,105,3,2024-09-05,6465,19395,September,2024-09
6228,1668,128,1,2025-12-04,67635,67635,December,2025-12
6229,1273,135,5,2025-03-23,41806,209030,March,2025-03
6230,1006,105,3,2023-11-27,6465,19395,November,2023-11
6231,1147,134,1,2023-06-14,4090,4090,June,2023-06
6232,1184,134,3,2025-12-24,4090,12270,December,2025-12
6233,1998,113,2,2024-01-22,969,1938,January,2024-01
6234,1028,114,1,2025-11-19,59935,59935,November,2025-11
6235,1962,111,3,2023-11-24,67421,202263,November,2023-11
6236,1550,104,2,2023-11-16,55086,110172,November,2023-11
6237,1119,133,2,2024-02-03,69292,138584,February,2024-02
6238,1293,107,1,2023-04-15,44331,44331,April,2023-04
6239,1371,108,4,2024-11-26,60463,241852,November,2024-11
6240,1244,110,5,2025-10-13,41290,206450,October,2025-10
6241,1580,115,1,2023-11-26,63155,63155,November,2023-11
6242,1726,115,2,2024-10-21,63155,126310,October,2024-10
6243,1218,105,2,2025-12-06,6465,12930,December,2025-12
6244,1177,129,1,2024-08-21,57086,57086,August,2024-08
6245,1299,119,4,2025-03-31,53907,215628,March,2025-03
6246,1676,110,5,2024-10-02,41290,206450,October,2024-10
6247,1058,112,3,2023-11-10,65020,195060,November,2023-11
6248,1269,104,1,2024-04-06,55086,55086,April,2024-04
6249,1308,131,5,2024-04-30,31751,158755,April,2024-04
6250,1570,118,5,2024-02-14,5511,27555,February,2024-02
6251,1288,116,2,2023-01-27,65125,130250,January,2023-01
6252,1977,136,3,2025-11-18,10827,32481,November,2025-11
6253,1105,125,1,2023-09-28,59350,59350,September,2023-09
6254,1228,123,2,2024-11-16,18631,37262,November,2024-11
6255,1247,112,2,2024-05-15,65020,130040,May,2024-05
6256,1700,134,4,2024-01-20,4090,16360,January,2024-01
6257,1494,136,5,2023-03-01,10827,54135,March,2023-03
6258,1083,103,1,2023-08-08,77020,77020,August,2023-08
6259,1186,109,1,2025-02-09,16223,16223,February,2025-02
6260,1252,118,1,2024-07-17,5511,5511,July,2024-07
6261,1355,135,2,2024-06-29,41806,83612,June,2024-06
6262,1750,134,4,2023-04-06,4090,16360,April,2023-04
6263,1872,114,3,2025-09-15,59935,179805,September,2025-09
6264,1696,104,2,2025-04-07,55086,110172,April,2025-04
6265,1796,129,3,2023-08-19,57086,171258,August,2023-08
6266,1897,115,4,2025-08-25,63155,252620,August,2025-08
6267,1938,128,5,2023-10-02,67635,338175,October,2023-10
6268,1210,116,1,2023-09-03,65125,65125,September,2023-09
6269,1816,112,3,2023-04-21,65020,195060,April,2023-04
6270,1808,105,2,2023-08-22,6465,12930,August,2023-08
6271,1609,134,3,2024-02-21,4090,12270,February,2024-02
6272,1447,101,5,2024-11-08,15995,79975,November,2024-11
6273,1460,132,1,2025-03-13,11594,11594,March,2025-03
6274,1968,126,3,2024-09-10,65925,197775,September,2024-09
6275,1472,117,5,2024-12-07,68169,340845,December,2024-12
6276,1720,127,2,2025-04-30,35973,71946,April,2025-04
6277,1370,124,4,2024-04-19,2947,11788,April,2024-04
6278,1900,135,2,2024-10-16,41806,83612,October,2024-10
6279,1934,126,1,2024-01-30,65925,65925,January,2024-01
6280,1492,123,2,2023-04-21,18631,37262,April,2023-04
6281,1923,122,2,2023-03-31,25858,51716,March,2023-03
6282,1137,104,2,2025-02-01,55086,110172,February,2025-02
6283,1367,109,2,2023-05-12,16223,32446,May,2023-05
6284,1912,104,1,2025-11-02,55086,55086,November,2025-11
6285,1184,107,5,2024-04-01,44331,221655,April,2024-04
6286,1588,123,3,2023-04-08,18631,55893,April,2023-04
6287,1287,102,4,2023-10-20,1060,4240,October,2023-10
6288,1472,124,3,2025-10-21,2947,8841,October,2025-10
6289,1375,131,3,2024-07-25,31751,95253,July,2024-07
6290,1654,131,4,2023-09-07,31751,127004,September,2023-09
6291,1749,134,1,2024-10-13,4090,4090,October,2024-10
6292,1537,124,4,2023-05-29,2947,11788,May,2023-05
6293,1511,126,1,2023-02-13,65925,65925,February,2023-02
6294,1802,116,3,2025-12-03,65125,195375,December,2025-12
6295,1579,113,1,2023-06-11,969,969,June,2023-06
6296,1250,115,5,2023-09-10,63155,315775,September,2023-09
6297,1920,127,4,2023-05-12,35973,143892,May,2023-05
6298,1510,104,5,2024-04-18,55086,275430,April,2024-04
6299,1630,116,3,2024-12-06,65125,195375,December,2024-12
6300,1073,130,4,2025-11-24,67003,268012,November,2025-11
6301,1282,130,3,2023-10-02,67003,201009,October,2023-10
6302,1916,136,5,2023-07-06,10827,54135,July,2023-07
6303,1960,103,3,2025-08-06,77020,231060,August,2025-08
6304,1360,122,4,2023-08-31,25858,103432,August,2023-08
6305,1010,122,4,2023-09-21,25858,103432,September,2023-09
6306,1211,112,3,2024-06-05,65020,195060,June,2024-06
6307,1835,121,4,2025-08-20,72132,288528,August,2025-08
6308,1152,104,4,2025-02-21,55086,220344,February,2025-02
6309,1005,131,3,2024-06-18,31751,95253,June,2024-06
6310,1195,131,5,2023-07-29,31751,158755,July,2023-07
6311,1954,123,4,2023-02-15,18631,74524,February,2023-02
6312,1283,120,4,2023-01-26,28893,115572,January,2023-01
6313,1464,115,4,2023-06-24,63155,252620,June,2023-06
6314,1113,123,4,2023-11-18,18631,74524,November,2023-11
6315,1271,128,3,2023-02-24,67635,202905,February,2023-02
6316,1163,116,5,2024-10-29,65125,325625,October,2024-10
6317,1460,121,5,2023-05-27,72132,360660,May,2023-05
6318,1105,115,1,2024-08-21,63155,63155,August,2024-08
6319,1693,117,4,2023-01-20,68169,272676,January,2023-01
6320,1556,113,4,2023-11-29,969,3876,November,2023-11
6321,1282,119,1,2025-06-25,53907,53907,June,2025-06
6322,1687,130,5,2025-08-01,67003,335015,August,2025-08
6323,1162,118,2,2025-06-29,5511,11022,June,2025-06
6324,1983,114,2,2024-02-05,59935,119870,February,2024-02
6325,1351,136,5,2025-08-07,10827,54135,August,2025-08
6326,1434,136,4,2023-01-28,10827,43308,January,2023-01
6327,1852,120,2,2024-04-11,28893,57786,April,2024-04
6328,1140,119,3,2025-09-08,53907,161721,September,2025-09
6329,1471,107,3,2023-04-11,44331,132993,April,2023-04
6330,1132,104,1,2024-07-04,55086,55086,July,2024-07
6331,1087,134,5,2025-03-12,4090,20450,March,2025-03
6332,1688,102,5,2023-12-19,1060,5300,December,2023-12
6333,1183,105,2,2023-10-23,6465,12930,October,2023-10
6334,1368,110,4,2023-12-19,41290,165160,December,2023-12
6335,1129,132,5,2025-06-26,11594,57970,June,2025-06
6336,1246,113,2,2025-10-15,969,1938,October,2025-10
6337,1601,105,2,2024-03-30,6465,12930,March,2024-03
6338,1578,110,5,2024-12-12,41290,206450,December,2024-12
6339,1670,110,2,2025-09-06,41290,82580,September,2025-09
6340,1899,127,1,2025-01-08,35973,35973,January,2025-01
6341,1378,121,1,2025-09-03,72132,72132,September,2025-09
6342,1149,108,5,2023-08-21,60463,302315,August,2023-08
6343,1985,101,4,2025-10-20,15995,63980,October,2025-10
6344,1852,128,1,2023-04-12,67635,67635,April,2023-04
6345,1433,114,1,2025-08-10,59935,59935,August,2025-08
6346,1628,121,5,2024-04-25,72132,360660,April,2024-04
6347,1726,130,3,2023-04-18,67003,201009,April,2023-04
6348,1469,121,2,2025-08-30,72132,144264,August,2025-08
6349,1446,109,1,2024-12-04,16223,16223,December,2024-12
6350,1481,117,3,2023-12-01,68169,204507,December,2023-12
6351,1884,105,4,2023-03-27,6465,25860,March,2023-03
6352,1294,131,3,2025-01-03,31751,95253,January,2025-01
6353,1765,119,5,2025-05-24,53907,269535,May,2025-05
6354,1143,136,4,2023-12-30,10827,43308,December,2023-12
6355,1250,133,4,2023-03-01,69292,277168,March,2023-03
6356,1878,113,3,2024-07-13,969,2907,July,2024-07
6357,1948,114,5,2023-04-27,59935,299675,April,2023-04
6358,1975,133,1,2025-05-23,69292,69292,May,2025-05
6359,1302,129,3,2025-07-03,57086,171258,July,2025-07
6360,1025,136,1,2025-08-25,10827,10827,August,2025-08
6361,1789,110,3,2025-09-25,41290,123870,September,2025-09
6362,1984,131,1,2023-02-13,31751,31751,February,2023-02
6363,1889,106,3,2024-05-23,37394,112182,May,2024-05
6364,1890,101,4,2025-04-28,15995,63980,April,2025-04
6365,1901,107,2,2025-07-05,44331,88662,July,2025-07
6366,1070,127,4,2025-06-16,35973,143892,June,2025-06
6367,1625,121,1,2025-03-09,72132,72132,March,2025-03
6368,1875,128,5,2025-05-25,67635,338175,May,2025-05
6369,1112,116,4,2023-10-13,65125,260500,October,2023-10
6370,1364,123,2,2024-11-14,18631,37262,November,2024-11
6371,1303,120,1,2025-03-29,28893,28893,March,2025-03
6372,1471,125,4,2023-05-01,59350,237400,May,2023-05
6373,1964,128,3,2025-08-02,67635,202905,August,2025-08
6374,1091,105,5,2025-10-14,6465,32325,October,2025-10
6375,1530,121,1,2025-06-25,72132,72132,June,2025-06
6376,1661,118,4,2023-01-13,5511,22044,January,2023-01
6377,1988,106,1,2024-08-25,37394,37394,August,2024-08
6378,1739,129,3,2023-07-19,57086,171258,July,2023-07
6379,1726,119,2,2024-08-08,53907,107814,August,2024-08
6380,1872,133,4,2024-03-23,69292,277168,March,2024-03
6381,1663,101,1,2025-04-20,15995,15995,April,2025-04
6382,1192,103,1,2025-12-30,77020,77020,December,2025-12
6383,1963,121,1,2024-08-12,72132,72132,August,2024-08
6384,1552,135,2,2025-06-07,41806,83612,June,2025-06
6385,1242,103,1,2023-02-12,77020,77020,February,2023-02
6386,1138,125,5,2024-06-03,59350,296750,June,2024-06
6387,1345,120,5,2025-11-02,28893,144465,November,2025-11
6388,1180,134,1,2024-12-25,4090,4090,December,2024-12
6389,1712,121,5,2024-09-14,72132,360660,September,2024-09
6390,1503,123,4,2025-09-14,18631,74524,September,2025-09
6391,1203,106,5,2025-03-13,37394,186970,March,2025-03
6392,1573,113,1,2024-06-18,969,969,June,2024-06
6393,1192,123,3,2023-10-29,18631,55893,October,2023-10
6394,1005,109,4,2024-06-10,16223,64892,June,2024-06
